name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,tags
Sparx mens Sm-663 Platform,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71LqrcK2eaS._AC_UL320_.jpg,https://www.amazon.in/Sparx-Trending-Outdoor-Footwear-SM-663G/dp/B096BHDN8F/ref=sr_1_8722?qid=1679148932&s=shoes&sr=1-8722,2.5,2,₹804,₹999,men's shoes Casual Shoes
FULLY Men's Brown Biker Boots (Size 9),men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/21b8Vjn8L8L._AC_UL320_.jpg,https://www.amazon.in/Fully-Waterproof-Density-Ankle-Boots/dp/B0966DB1KS/ref=sr_1_8723?qid=1679148932&s=shoes&sr=1-8723,3.1,9,₹440,₹499,men's shoes Casual Shoes
Woodland Men's Gb 3452119 GB 3452119,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71RPeZa1D6L._AC_UL320_.jpg,https://www.amazon.in/Woodland-Olive-Leather-GB-3452119/dp/B08XMH6645/ref=sr_1_8724?qid=1679148932&s=shoes&sr=1-8724,4.1,98,"₹2,791","₹4,295",men's shoes Casual Shoes
PCW Men's Clogs,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/51vX3x5Iu2L._AC_UL320_.jpg,https://www.amazon.in/PCW-Mens-Clogs-Navy-Numeric_7/dp/B08W329WCQ/ref=sr_1_8725?qid=1679148932&s=shoes&sr=1-8725,3.7,25,₹425,₹999,men's shoes Casual Shoes
Puma mens Propel 19 V1 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/719uJE79ZjL._AC_UL320_.jpg,https://www.amazon.in/Puma-Men-Propel-Black-High-Risk/dp/B08TRFZ2RT/ref=sr_1_8726?qid=1679148932&s=shoes&sr=1-8726,4.3,132,"₹1,935","₹3,999",men's shoes Casual Shoes
ALBERTO TORRESI Slip On Leather Loafer Shoes for Men,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/61aAkiOvXSL._AC_UL320_.jpg,https://www.amazon.in/Alberto-Torresi-Leather-Loafer-Shoes/dp/B08R2QXVW1/ref=sr_1_8727?qid=1679148932&s=shoes&sr=1-8727,2.6,3,"₹1,299","₹4,995",men's shoes Casual Shoes
NEO LEATHER Men's Genuine Leather Ankle Boots-(UK 6 to UK 10),men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/614PmnitiuL._AC_UL320_.jpg,https://www.amazon.in/NEO-LEATHER-Genuine-Leather-Boots-6/dp/B08GFB3QYG/ref=sr_1_8728?qid=1679148932&s=shoes&sr=1-8728,4.4,3,₹849,"₹2,398",men's shoes Casual Shoes
Walkway by Metro Brands Men's Moccasins,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71J2RN8DuzL._AC_UL320_.jpg,https://www.amazon.in/Walkway-Mens-Black-Moccasins-19-93151/dp/B08CRRXGTP/ref=sr_1_8729?qid=1679148932&s=shoes&sr=1-8729,1.6,3,,₹699,men's shoes Casual Shoes
Liberty Womens Eagle-444 Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71u7iS9eOkL._AC_UL320_.jpg,https://www.amazon.in/Liberty-EAGLE-444-N-Blue-Sneakers-9-81860181/dp/B08B749XGX/ref=sr_1_8730?qid=1679148932&s=shoes&sr=1-8730,3.4,8,₹303,₹399,men's shoes Casual Shoes
Shoefly Men Multicolour Latest Collection Sports Running Shoes- Pack of 2 (Combo-(2)-9158-9063),men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71-AOrPfGmL._AC_UL320_.jpg,https://www.amazon.in/Shoefly-Multicolour-Latest-Collection-Running/dp/B08B4V2ZR8/ref=sr_1_8731?qid=1679148932&s=shoes&sr=1-8731,,,₹449,₹998,men's shoes Casual Shoes
Puma unisex-adult OSLO VULC Puma Black-Puma White Sneaker - 5 UK (374977),men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71PimKAY5RL._AC_UL320_.jpg,https://www.amazon.in/Puma-Mens-Oslo-Vulc-Black-White/dp/B088RFS2GW/ref=sr_1_8732?qid=1679148932&s=shoes&sr=1-8732,3.9,16,"₹3,785","₹5,999",men's shoes Casual Shoes
FILA BRUE,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/41ScAO0UlzL._AC_UL320_.jpg,https://www.amazon.in/Fila-Mens-BLK-Sneaker-11007361/dp/B085TWF9HJ/ref=sr_1_8733?qid=1679148932&s=shoes&sr=1-8733,2.2,4,"₹1,056","₹3,299",men's shoes Casual Shoes
Red Tape Men's Slip-On Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/61H0r89EUCL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Leather-Moccasins-10-RTE1413D/dp/B085CXRRD7/ref=sr_1_8734?qid=1679148932&s=shoes&sr=1-8734,3.4,113,"₹1,960","₹5,599",men's shoes Casual Shoes
LOUIS STITCH Men's Handcrafted Moccasins Tan Genuine Leather Formal Shoes Loafers (Czech_MC),men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/61Zeb-s8iKL._AC_UL320_.jpg,https://www.amazon.in/LOUIS-STITCH-Classic-Moccasins-Handcrafted/dp/B08351JKQ3/ref=sr_1_8735?qid=1679148932&s=shoes&sr=1-8735,5.0,2,"₹1,999","₹6,999",men's shoes Casual Shoes
ICEBULL LEATHER JEF060 White MUKESHAN Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/618yBavOojL._AC_UL320_.jpg,https://www.amazon.in/ICEBULL-LEATHER-JEF060-White-MUKESHAN/dp/B07T9PT434/ref=sr_1_8736?qid=1679148932&s=shoes&sr=1-8736,,,"₹1,199","₹1,999",men's shoes Casual Shoes
Aircum Men's Canvas Sneakers and Loafer Shoes LT Blue,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71vFeRYwhGL._AC_UL320_.jpg,https://www.amazon.in/AIRCUM-Canvas-Sneakers-Loafer-Shoes/dp/B07NYT6YY2/ref=sr_1_8737?qid=1679148932&s=shoes&sr=1-8737,3.2,7,₹249,"₹1,499",men's shoes Casual Shoes
Eego Italy® Durable Light Weight Men's Steel Toe Safety Boots with Anti Skid Sole,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/81GnjhIlU6L._AC_UL320_.jpg,https://www.amazon.in/Eego-Italy%C2%AE-Durable-Weight-Safety/dp/B07MT56GBL/ref=sr_1_8738?qid=1679148932&s=shoes&sr=1-8738,5.0,1,,₹999,men's shoes Casual Shoes
Puma Unisex's Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/81Ogfi6QRgL._AC_UL320_.jpg,https://www.amazon.in/Puma-Moonless-Night-Pebble-Whisper-Sneakers-10-4059506275012/dp/B07F3R3TF9/ref=sr_1_8739?qid=1679148932&s=shoes&sr=1-8739,4.1,70,"₹3,743","₹8,999",men's shoes Casual Shoes
Skechers Sport Men's Energy Afterburn Lace-Up Sneaker White/Navy 13 D(M) US,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71EoueH5RqL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Energy-Afterburn-Lace-Up-Sneaker/dp/B000ARB5BQ/ref=sr_1_8740?qid=1679148932&s=shoes&sr=1-8740,4.4,680,"₹11,275","₹16,109",men's shoes Casual Shoes
Boys & Girls Chunky Streetwear Comfort L.E.D Light Shoes for 1-5 Year Kids,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/51R9SWHPf2L._AC_UL320_.jpg,https://www.amazon.in/Chunky-Streetwear-Comfort-Casual-Black-Numeric_7/dp/B0BTMS1H8M/ref=sr_1_8741?qid=1679148932&s=shoes&sr=1-8741,5.0,2,₹469,₹999,men's shoes Casual Shoes
celtica Black Men's Genuine Leather lace up DMS Boots Police Army NCC Dress up Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/61tMsi5ZsQL._AC_UL320_.jpg,https://www.amazon.in/celtica-Genuine-Leather-Police-Numeric_10/dp/B0BSRSWT39/ref=sr_1_8742?qid=1679148932&s=shoes&sr=1-8742,,,"₹1,599","₹1,999",men's shoes Casual Shoes
Puma Unisex-Adult Mapf1 Wired Run Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/610LcOA8maL._AC_UL320_.jpg,https://www.amazon.in/Puma-Unisex-Adult-MAPF1-White-Silver-Sneaker/dp/B0BPK1BM19/ref=sr_1_8743?qid=1679148932&s=shoes&sr=1-8743,5.0,3,,"₹6,999",men's shoes Casual Shoes
Extavo Men's Latest Fabulous Sneakers Casual Shoes for Men's & Boys,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/61aLUlsXmsL._AC_UL320_.jpg,https://www.amazon.in/Extavo-Latest-Fabulous-Sneakers-Casual/dp/B0BPCXQS5X/ref=sr_1_8744?qid=1679148932&s=shoes&sr=1-8744,1.0,1,₹699,₹799,men's shoes Casual Shoes
ID Slip-On Opulent Textured Loafers for Men,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71FAymoeYZL._AC_UL320_.jpg,https://www.amazon.in/ID-Slip-Opulent-Textured-Loafers/dp/B0BP27RRKZ/ref=sr_1_8741?qid=1679148933&s=shoes&sr=1-8741,,,,"₹3,285",men's shoes Casual Shoes
Men's Chukka Ankle Fashion Dress Shoes for Men Upper Cap Toe Lace-Up Fashion Casual Shoes Man_Casual_,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Eg6WODm1L._AC_UL320_.jpg,https://www.amazon.in/Chukka-Fashion-Leather-Lace-Up-Man_Casual_2_10/dp/B0BLSNV9VP/ref=sr_1_8742?qid=1679148933&s=shoes&sr=1-8742,4.0,2,₹799,₹999,men's shoes Casual Shoes
Buckaroo: Vanna Premium Vegan Synthetic Black Casual Loafer for Mens,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51mY12acVOL._AC_UL320_.jpg,https://www.amazon.in/Buckaroo-Premium-Synthetic-Casual-Loafer/dp/B0BHZ1WH2L/ref=sr_1_8743?qid=1679148933&s=shoes&sr=1-8743,,,"₹2,095","₹2,999",men's shoes Casual Shoes
"Ariwa Casual Everyday Wear Loafers for Men, (Bahadur-Loaf-Black)",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41YG4G1uulL._AC_UL320_.jpg,https://www.amazon.in/Ariwa-Casual-Everyday-Loafers-Bahadur-Loaf-Black/dp/B0BHTRGNJV/ref=sr_1_8744?qid=1679148933&s=shoes&sr=1-8744,5.0,1,,,men's shoes Casual Shoes
Jack & Jones Men's 12222535 Ash Sneaker-42 (208740901-Ash),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51v+c8I-2xL._AC_UL320_.jpg,https://www.amazon.in/Jack-Jones-12222535-Sneaker-42-208740901-Ash/dp/B0BH4S7DJP/ref=sr_1_8745?qid=1679148933&s=shoes&sr=1-8745,,,"₹2,399","₹3,999",men's shoes Casual Shoes
Pro Clog Sandal for Men,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61exNUT+xmL._AC_UL320_.jpg,https://www.amazon.in/Pro-Grey-Clog-Sandal-Men/dp/B0BG5XQH8F/ref=sr_1_8746?qid=1679148933&s=shoes&sr=1-8746,,,₹636,₹649,men's shoes Casual Shoes
FERRO FRANCO Leather Outdoor Woodland Type Shoes WD14,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71kZGJzsVDL._AC_UL320_.jpg,https://www.amazon.in/FERRO-FRANCO-Leather-Outdoor-Woodland/dp/B0BFFN8WSP/ref=sr_1_8747?qid=1679148933&s=shoes&sr=1-8747,5.0,1,₹999,"₹2,999",men's shoes Casual Shoes
Blaaster Men's Running Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51AVNHtDxNL._AC_UL320_.jpg,https://www.amazon.in/Blaaster-Black-Synthetic-Workout-Shoes/dp/B0B9Y8NBQ9/ref=sr_1_8748?qid=1679148933&s=shoes&sr=1-8748,,,₹499,"₹1,299",men's shoes Casual Shoes
FOGGY White Sneakers for Men,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/612+rPb3vWL._AC_UL320_.jpg,https://www.amazon.in/FOGGY-White-Sneakers-Men-Numeric_10/dp/B0B7S2F1GW/ref=sr_1_8749?qid=1679148933&s=shoes&sr=1-8749,,,₹649,₹999,men's shoes Casual Shoes
Creations Garg Men PVC Sole Casual Shoes Lastest (Green)-FITNESS-02 Green_P,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61vR8jmHVHL._AC_UL320_.jpg,https://www.amazon.in/Creations-Garg-Lastest-Green_9-FITNESS-02/dp/B09YBDC8SW/ref=sr_1_8750?qid=1679148933&s=shoes&sr=1-8750,3.2,10,₹299.99,₹599,men's shoes Casual Shoes
Fila Men GYRO BLK Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81VyXagAzPL._AC_UL320_.jpg,https://www.amazon.in/Fila-Men-GYRO-Casual-Shoes/dp/B09XR6M4N4/ref=sr_1_8751?qid=1679148933&s=shoes&sr=1-8751,3.0,3,"₹1,349","₹2,699",men's shoes Casual Shoes
Mochi Men's Leather Moccasin (19-6494),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61W8jrcErvL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Brown-Leather-Moccasin-19-6494/dp/B09X78GX6S/ref=sr_1_8752?qid=1679148933&s=shoes&sr=1-8752,3.5,2,"₹2,030","₹3,690",men's shoes Casual Shoes
Onbeat Men's Black Trendy Sneaker Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51llIxHqgCL._AC_UL320_.jpg,https://www.amazon.in/Onbeat-Black-Trendy-Sneaker-Numeric_10/dp/B09T3S5BHN/ref=sr_1_8753?qid=1679148933&s=shoes&sr=1-8753,1.0,2,₹349,₹999,men's shoes Casual Shoes
Puma Mens Grand Slipon Idp Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/617gr6Y9mhL._AC_UL320_.jpg,https://www.amazon.in/Puma-Grand-Slipon-Sneaker-38586204/dp/B09S11ZGB6/ref=sr_1_8754?qid=1679148933&s=shoes&sr=1-8754,5.0,1,"₹3,249","₹3,499",men's shoes Casual Shoes
Red Chief Mens Rc3733 Boat Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51ubJxO7XuL._AC_UL320_.jpg,https://www.amazon.in/Red-Chief-Brown-Leather-RC3733/dp/B09N7GXXVZ/ref=sr_1_8755?qid=1679148933&s=shoes&sr=1-8755,4.5,4,"₹4,049","₹4,099",men's shoes Casual Shoes
shoexpress Mens Textured Lace-up Sneakers Sneaker,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41nrN4IPO9L._AC_UL320_.jpg,https://www.amazon.in/shoexpress-Textured-Lace-Up-Sneakers-LM161-20151/dp/B09HV8J81K/ref=sr_1_8756?qid=1679148933&s=shoes&sr=1-8756,1.0,1,"₹3,662","₹5,399",men's shoes Casual Shoes
Lee Cooper Mens Lc4197e Loafer,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rYjJMJC4L._AC_UL320_.jpg,https://www.amazon.in/Lee-Cooper-LC4197E-Leather-LC4197EBLACK/dp/B09HV1964N/ref=sr_1_8761?qid=1679148933&s=shoes&sr=1-8761,2.5,10,"₹2,748","₹3,299",men's shoes Casual Shoes
Delize Mens Black Sneakers 61753,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Jw4nf2g5L._AC_UL320_.jpg,https://www.amazon.in/Delize-Mens-Black-Sneakers-61753/dp/B09HKQMV6J/ref=sr_1_8762?qid=1679148933&s=shoes&sr=1-8762,,,"₹3,299","₹7,599",men's shoes Casual Shoes
MUTAQINOTI Men's Rose Wood Red Loafer Luxury Leather Font Monk Casual Formal Slip On Loafers (MQLXCRMKRW),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61xS+hH74YL._AC_UL320_.jpg,https://www.amazon.in/MUTAQINOTI-Leather-Moccasins-Loafers-MQLXCRMKRW/dp/B09HH8D98Z/ref=sr_1_8763?qid=1679148933&s=shoes&sr=1-8763,,,"₹1,499","₹4,999",men's shoes Casual Shoes
"FANTUM Casual Shoes for Men (Blue, Numeric_7)",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31zKgogOt-L._AC_UL320_.jpg,https://www.amazon.in/FANTUM-Casual-Shoes-Blue-Numeric_7/dp/B09H4V1BZ2/ref=sr_1_8764?qid=1679148933&s=shoes&sr=1-8764,,,₹269,₹599,men's shoes Casual Shoes
Metro Men's Synthetic Sneakers (71-8510),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/711WId5I0TL._AC_UL320_.jpg,https://www.amazon.in/Metro-Mens-Blue-Sneaker-71-8510/dp/B09DVCZCG5/ref=sr_1_8765?qid=1679148933&s=shoes&sr=1-8765,5.0,2,"₹2,555","₹2,690",men's shoes Casual Shoes
Axter Men's Multi-Coloured Canvas Casual Shoes/Loafers/Moccasins - Pack of 3 (Combo-(3)-689-780-1002),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91hE63wIMRL._AC_UL320_.jpg,https://www.amazon.in/Axter-Multicolor-Combo-689-780-1002-Casual-Shoes/dp/B09CZBC8V8/ref=sr_1_8766?qid=1679148933&s=shoes&sr=1-8766,,,₹542,₹543,men's shoes Casual Shoes
Mochi Men's Leather Sneakers (71-8472),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Dvlp01w0L._AC_UL320_.jpg,https://www.amazon.in/Mochi-Mens-Leather-Sneaker-6-71-8472/dp/B09CQGSQP1/ref=sr_1_8767?qid=1679148933&s=shoes&sr=1-8767,3.1,20,"₹1,495","₹2,990",men's shoes Casual Shoes
OMEE GOLD Men's Black Leather Tactical Combat NCC/Army/Military Boot,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71CfyTunZZL._AC_UL320_.jpg,https://www.amazon.in/OMEE-GOLD-Tactical-Military-Numeric_9/dp/B09CDQMQ1S/ref=sr_1_8768?qid=1679148933&s=shoes&sr=1-8768,3.7,9,"₹1,539","₹2,999",men's shoes Casual Shoes
Bata mens TOKEN SLIPON Black Sneaker - 9 UK (8556811),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71KOQ4x64OL._AC_UL320_.jpg,https://www.amazon.in/TOKEN-SLIPON-Black-Formal-Shoes/dp/B09BFKMNWK/ref=sr_1_8769?qid=1679148933&s=shoes&sr=1-8769,4.5,12,,"₹2,299",men's shoes Casual Shoes
crocs unisex-adult LiteRide Clog Black/Citrus Clog - 11 UK Men/ 12 UK Women (M12W14) (207634-02K),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71ekCQm-QJL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-LiteRide-Marbled-207634-02K/dp/B0977395HK/ref=sr_1_8770?qid=1679148933&s=shoes&sr=1-8770,4.5,32,,,men's shoes Casual Shoes
crocs Unisex-Adult Classicvcyvbscg Clogs,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61IcA6L+hhL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-ClassicVcyVbsCg-Butterfly-206375-99Q/dp/B096ZT3PTS/ref=sr_1_8771?qid=1679148933&s=shoes&sr=1-8771,,,"₹2,093","₹3,295",men's shoes Casual Shoes
Tan Toe Men's Tan Leather Sneakers Lace Up Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71f9t9FBC3L._AC_UL320_.jpg,https://www.amazon.in/Tan-Toe-White-Leather-Sneakers/dp/B091YWPNDB/ref=sr_1_8772?qid=1679148933&s=shoes&sr=1-8772,5.0,2,"₹2,340","₹2,600",men's shoes Casual Shoes
Adidas Unisex-Adult X Flow.4 in Football Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71bTspM7MfL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Unisex-Flow-4-Football-FY3346/dp/B091B65Z5C/ref=sr_1_8773?qid=1679148933&s=shoes&sr=1-8773,3.8,20,"₹3,499","₹4,999",men's shoes Casual Shoes
Khadim's Men Brown Slip-On Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71pFpZuCxQL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Synthetic-Leather-Brown-Casual/dp/B08ZYRLXJN/ref=sr_1_8774?qid=1679148933&s=shoes&sr=1-8774,3.6,5,₹839,"₹1,399",men's shoes Casual Shoes
SHUZER68 Trendy Premium Stylish Light Weight Sneakers for Men,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71R+uvsoEeL._AC_UL320_.jpg,https://www.amazon.in/SHUZER68-Premium-Stylish-Sneakers-Numeric_10/dp/B08ZYNYJQC/ref=sr_1_8775?qid=1679148933&s=shoes&sr=1-8775,3.2,6,₹501,"₹1,199",men's shoes Casual Shoes
Amico Men's Fashion Sandals White,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61KAI-0PfxL._AC_UL320_.jpg,https://www.amazon.in/Amico-Mens-Fashion-Sandals-White/dp/B08WWZDW5F/ref=sr_1_8776?qid=1679148933&s=shoes&sr=1-8776,3.3,7,₹499,"₹1,499",men's shoes Casual Shoes
ID Mens Ix7109navyblue Running Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71bfuQyv0uL._AC_UL320_.jpg,https://www.amazon.in/ID-Mesh-Running-Shoe-Numeric_9/dp/B08WJ87SCX/ref=sr_1_8777?qid=1679148933&s=shoes&sr=1-8777,3.7,22,₹985,"₹2,885",men's shoes Casual Shoes
Nike Mens Air Max Sc Running Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71HAjuLA8+L._AC_UL320_.jpg,https://www.amazon.in/Nike-Mens-White-Black-White-Running/dp/B08SBH4W24/ref=sr_1_8778?qid=1679148933&s=shoes&sr=1-8778,4.3,568,,,men's shoes Casual Shoes
Eego Italy Stylish and Comfortable Summer Loafers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71SttQq+n1L._AC_UL320_.jpg,https://www.amazon.in/Eego-Italy-Stylish-Comfortable-Loafers/dp/B08LQ8TQJ5/ref=sr_1_8779?qid=1679148933&s=shoes&sr=1-8779,4.0,2,₹799,"₹2,999",men's shoes Casual Shoes
crocs unisex-adult Bayaband Clog LEMON/WHITE Clog - 8 UK Men/ 9 UK Women (M9W11) (205089-7B0),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71llo0Hb9+L._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Adults-Bayaband-Clogs-M11-205089-4SL/dp/B08LJZYSCD/ref=sr_1_8780?qid=1679148933&s=shoes&sr=1-8780,4.0,22,"₹3,928","₹4,495",men's shoes Casual Shoes
Aircum Men's Combo Pack of 4 Wonderful Loafers & Moccasins (Casual Shoes),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51EZl+QPQuL._AC_UL320_.jpg,https://www.amazon.in/Aircum-Wonderful-Loafers-Moccasins-Casual/dp/B08GPH5DV4/ref=sr_1_8781?qid=1679148933&s=shoes&sr=1-8781,2.0,5,₹849,"₹1,996",men's shoes Casual Shoes
"Aircum Men's Combo Pack of 3 Casual Shoes (Blue - Grey - Maroon, Numeric_8)",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DJZCHReVL._AC_UL320_.jpg,https://www.amazon.in/Aircum-Mens-Combo-Casual-Shoes/dp/B08DD8XR6N/ref=sr_1_8782?qid=1679148933&s=shoes&sr=1-8782,4.2,3,₹599,"₹1,497",men's shoes Casual Shoes
Skechers Mens SC Light Black/White Casual Shoe -11 UK (12 US) (237172),men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/514mDLucK3L._AC_UL320_.jpg,https://www.amazon.in/Skechers-Light-Black-Sneaker-237172-BKW/dp/B0865B7PRN/ref=sr_1_8783?qid=1679148933&s=shoes&sr=1-8783,3.5,2,"₹4,549","₹4,799",men's shoes Casual Shoes
Track Moulton,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81Ds1jx2K3L._AC_UL320_.jpg,https://www.amazon.in/Skechers-Track-Moulton-Oxford-Charcoal/dp/B083XKSTT2/ref=sr_1_8784?qid=1679148933&s=shoes&sr=1-8784,4.6,"1,518","₹4,850","₹4,999",men's shoes Casual Shoes
Red Tape Men's Sneakers,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71VPHg6PrgL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Mens-Sneakers-11-RTE2364/dp/B083GT34XN/ref=sr_1_8785?qid=1679148933&s=shoes&sr=1-8785,3.9,233,"₹1,888","₹5,395",men's shoes Casual Shoes
LOUIS STITCH Men's Handcrafted Cinnamon Brown Finest Leather Moccasins Loafers Shoes,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61x173xtGUL._AC_UL320_.jpg,https://www.amazon.in/LOUIS-STITCH-Handmade-Moccasins-Cinnamon/dp/B082FHJH4W/ref=sr_1_8786?qid=1679148933&s=shoes&sr=1-8786,4.2,6,"₹1,569","₹4,999",men's shoes Casual Shoes
"SS Acc0392 Blue/White Camo 9000 Shoes, 8",men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ftkTApOhL._AC_UL320_.jpg,https://www.amazon.in/SS-Acc0392-Camo-Shoes-White/dp/B0822YZ11K/ref=sr_1_8787_mod_primary_new?qid=1679148933&s=shoes&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-8787,3.7,13,"₹3,464.01","₹3,800",men's shoes Casual Shoes
Woodland Men's Ogb 3325119 Ankle Boot,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91ErQSVgycL._AC_UL320_.jpg,https://www.amazon.in/Woodland-3325119_Camel_10-Leather-Boots-10-3325119CAMEL/dp/B081LPWNX5/ref=sr_1_8788?qid=1679148933&s=shoes&sr=1-8788,3.6,71,"₹4,001","₹4,595",men's shoes Casual Shoes
